customer_id,age,gender,loyalty_member,location
C00149,52,M,False,Leeds
C00150,65,M,True,Manchester
C00151,53,F,False,Birmingham
C00152,35,F,True,Leeds
C00153,66,Other,True,Birmingham
C00154,56,F,True,Leeds
C00155,49,F,False,Nottingham
C00156,41,Other,False,Nottingham
C00157,40,F,True,Manchester
C00158,79,F,False,Birmingham
C00159,49,F,False,Leeds
C00160,54,F,True,London
C00161,29,F,True,London
C00162,66,F,False,Manchester
C00163,72,M,True,Birmingham
C00164,30,F,True,London
C00165,40,M,False,Manchester
C00166,42,M,False,Manchester
C00167,52,F,False,Birmingham
C00168,58,M,False,London
C00169,47,F,True,London
C00170,34,F,True,London
C00171,66,F,True,Nottingham
C00172,79,M,True,London
C00173,37,F,False,Leeds
C00174,65,F,True,Nottingham
C00175,42,M,True,Nottingham
C00176,39,F,True,Nottingham
C00177,30,F,False,Nottingham
C00178,76,F,True,Manchester
C00179,36,M,True,Leeds
C00180,66,M,True,Birmingham
C00181,53,F,False,London
C00182,29,F,True,Nottingham
C00183,78,F,True,Birmingham
C00184,58,M,True,Manchester
C00185,36,F,False,Birmingham
C00186,29,F,True,Nottingham
C00187,26,F,True,Leeds
C00188,24,F,True,Birmingham
C00189,45,F,True,Nottingham
C00190,31,F,False,Nottingham
C00191,48,F,True,London
C00192,69,M,False,London
C00193,36,F,False,Leeds
C00194,75,M,True,London
C00195,64,F,False,Leeds
C00196,33,M,False,Manchester
C00197,70,M,False,Manchester
C00198,22,F,True,London
C00199,52,F,True,Manchester
C00200,29,M,True,Birmingham
C00201,42,F,False,Birmingham
C00202,69,M,True,Birmingham
C00203,76,F,True,Manchester
C00204,38,M,True,Birmingham
C00205,53,F,True,Leeds
C00206,70,M,True,Nottingham
C00207,40,M,True,London
C00208,33,M,True,Leeds
C00209,74,F,False,Birmingham
C00210,56,M,True,Nottingham
C00211,62,F,False,London
C00212,70,M,True,Leeds
C00213,59,F,True,London
C00214,75,M,False,Manchester
C00215,56,F,False,Birmingham
C00216,31,M,True,Leeds
C00217,48,M,False,Leeds
C00218,75,M,False,Nottingham
C00219,22,F,False,Nottingham
C00220,52,F,True,Nottingham
C00221,40,Other,True,London
C00222,46,F,True,Birmingham
C00223,60,F,False,London
C00224,28,M,True,Birmingham
C00225,35,M,False,Leeds
C00226,64,F,True,London
C00227,29,M,True,London
C00228,26,M,True,London
C00229,27,F,False,Manchester
C00230,75,M,True,Birmingham
C00231,61,F,False,Birmingham
C00232,34,F,True,London
C00233,78,F,False,Manchester
C00234,55,F,False,London
C00235,24,M,False,Birmingham
C00236,63,F,False,Leeds
C00237,30,F,True,Manchester
C00238,57,F,True,Manchester
C00239,59,F,True,London
C00240,26,F,True,Leeds
C00241,67,F,False,Birmingham
C00242,44,F,True,Nottingham
C00243,75,M,True,Birmingham
C00244,19,F,True,Birmingham
C00245,22,F,True,Leeds
C00246,46,F,True,Manchester
C00247,54,M,False,Birmingham
C00248,55,F,True,Manchester
C00249,36,F,True,Leeds
C00250,25,F,True,Leeds
C00251,65,Other,False,London
C00252,62,F,True,Nottingham
C00253,18,M,False,Leeds
C00254,39,F,True,Leeds
C00255,69,F,True,Manchester
C00256,34,M,True,Leeds
C00257,24,F,True,Birmingham
C00258,42,M,False,London
C00259,62,M,True,London
C00260,21,M,True,Birmingham
C00261,53,F,False,Leeds
C00262,23,M,True,Nottingham
C00263,77,F,True,Leeds
C00264,48,M,False,London
C00265,36,M,True,Nottingham
C00266,78,M,False,Manchester
C00267,61,F,True,Manchester
C00268,71,F,False,Leeds
C00269,56,F,True,Leeds
C00270,44,M,False,Nottingham
C00271,27,F,True,Nottingham
C00272,43,F,False,Leeds
C00273,36,M,True,London
C00274,56,F,True,Manchester
C00275,79,F,True,Nottingham
C00276,20,F,False,London
C00277,62,F,False,Leeds
C00278,30,F,True,Birmingham
C00279,67,F,True,Nottingham
C00280,45,F,False,Birmingham
C00281,79,F,True,London
C00282,75,M,False,Manchester
C00283,37,F,True,London
C00284,45,F,False,Manchester
C00285,25,M,True,London
C00286,78,F,True,Nottingham
C00287,58,F,False,Nottingham
C00288,56,M,False,Birmingham
C00289,18,M,False,London
C00290,20,M,True,London
C00291,30,M,True,Birmingham
C00292,45,M,True,Leeds
C00293,79,F,False,London
C00294,74,M,True,London
C00295,77,F,True,London
C00296,66,M,True,Leeds
C00297,42,F,True,Nottingham
C00298,73,F,False,Birmingham
C00299,50,F,True,Leeds
C00300,55,M,True,Manchester
C00301,70,F,True,Manchester
C00302,23,M,True,Leeds
C00303,75,M,True,Leeds
C00304,61,F,True,Nottingham
C00305,62,M,False,Manchester
C00306,49,M,True,Birmingham
C00307,62,M,True,London
C00308,78,F,True,London
C00309,64,F,False,Nottingham
C00310,38,F,True,Nottingham
C00311,33,F,False,Manchester
C00312,71,M,True,Birmingham
C00313,38,F,False,Birmingham
C00314,28,M,True,Leeds
C00315,77,F,False,Nottingham
C00316,54,F,True,London
C00317,53,M,True,London
C00318,52,M,False,Manchester
C00319,36,F,True,London
C00320,37,F,False,Birmingham
C00321,74,F,True,Birmingham
C00322,35,F,False,Nottingham
C00323,64,F,False,Manchester
C00324,58,F,False,London
C00325,66,F,False,Nottingham
C00326,31,M,False,Leeds
C00327,32,F,False,Leeds
C00328,48,F,True,London
C00329,18,F,True,London
C00330,70,M,False,London
C00331,71,M,False,Birmingham
C00332,71,F,False,London
C00333,20,M,False,Leeds
C00334,33,F,False,London
C00335,40,F,True,Manchester
C00336,74,F,True,Leeds
C00337,28,F,True,Manchester
C00338,29,M,True,Leeds
C00339,27,M,True,Nottingham
C00340,49,F,False,Leeds
C00341,33,M,False,Leeds
C00342,25,F,True,Manchester
C00343,55,F,True,Manchester
C00344,29,F,True,Leeds
C00345,41,F,True,Leeds
C00346,45,F,True,Birmingham
C00347,70,F,True,Nottingham
C00348,25,F,True,Nottingham
C00349,75,F,True,London
C00350,45,M,False,Leeds
C00351,53,F,True,Leeds
C00352,43,Other,True,Leeds
C00353,25,F,True,Leeds
C00354,75,M,True,Nottingham
C00355,77,M,False,Manchester
C00356,67,M,False,Birmingham
C00357,45,F,True,Manchester
C00358,45,M,False,Manchester
C00359,54,F,True,Nottingham
C00360,58,F,False,Birmingham
C00361,53,F,True,Leeds
C00362,44,F,True,Nottingham
C00363,71,F,False,Nottingham
C00364,34,M,False,Birmingham
C00365,26,M,False,London
C00366,50,F,True,Nottingham
C00367,70,M,True,Manchester
C00368,37,F,False,Manchester
C00369,30,Other,True,Leeds
C00370,45,F,True,Nottingham
C00371,65,F,True,Leeds
C00372,46,M,True,Nottingham
C00373,30,M,True,Birmingham
C00374,63,M,True,Nottingham
C00375,52,Other,True,London
C00376,78,M,False,Manchester
C00377,23,M,True,Birmingham
C00378,35,M,True,Manchester
C00379,68,M,True,Leeds
C00380,22,F,True,Birmingham
C00381,64,M,True,London
C00382,42,F,False,Manchester
C00383,19,M,True,Nottingham
C00384,27,M,False,Nottingham
C00385,73,M,True,Nottingham
C00386,47,M,True,Birmingham
C00387,67,M,False,London
C00388,76,F,True,London
C00389,62,M,True,London
C00390,22,F,True,Manchester
C00391,72,F,True,Birmingham
C00392,73,F,True,Nottingham
C00393,50,F,True,Manchester
C00394,71,F,True,London
C00395,18,M,True,Nottingham
C00396,35,F,False,Birmingham
C00397,49,F,False,Leeds
C00398,64,F,False,London
C00399,66,F,True,London
C00400,28,M,False,London
C00401,38,F,False,London
C00402,43,F,False,Nottingham
C00403,42,F,True,Birmingham
C00404,39,F,True,Manchester
C00405,76,F,False,Nottingham
C00406,44,F,True,Birmingham
C00407,66,M,True,Manchester
C00408,30,M,False,London
C00409,50,F,False,Birmingham
C00410,51,Other,False,London
C00411,58,F,False,Birmingham
C00412,52,F,True,Leeds
C00413,18,Other,True,London
C00414,38,F,True,London
C00415,65,M,True,London
C00416,72,F,True,Nottingham
C00417,23,F,True,Manchester
C00418,45,F,True,London
C00419,34,M,False,London
C00420,22,M,False,Nottingham
C00421,48,M,False,Nottingham
C00422,22,F,False,Leeds
C00423,55,F,True,Birmingham
C00424,20,F,False,London
C00425,70,F,True,Birmingham
C00426,40,M,False,Nottingham
C00427,54,F,False,Nottingham
C00428,70,M,False,Leeds
C00429,54,M,True,Manchester
C00430,27,F,True,Nottingham
C00431,27,M,True,London
C00432,36,F,True,Leeds
C00433,34,F,True,Manchester
C00434,38,F,True,Leeds
C00435,31,F,True,Nottingham
C00436,26,F,True,Manchester
C00437,63,F,False,Birmingham
C00438,18,F,True,Manchester
C00439,68,F,False,London
C00440,62,M,False,Birmingham
C00441,30,M,True,Birmingham
C00442,21,F,False,London
C00443,79,F,True,Birmingham
C00444,18,M,True,Nottingham
C00445,66,F,True,Manchester
C00446,57,M,True,Manchester
C00447,49,F,True,London
C00448,51,F,True,Nottingham
C00449,45,F,True,Birmingham
C00450,48,F,True,Manchester
C00451,25,M,True,Manchester
C00452,56,F,True,Manchester
C00453,43,M,True,Manchester
C00454,75,M,True,Leeds
C00455,51,F,True,London
C00456,71,M,True,Birmingham
C00457,71,F,True,Birmingham
C00458,20,F,False,London
C00459,76,M,True,Nottingham
C00460,67,F,False,London
C00461,29,F,False,Manchester
C00462,18,F,True,Manchester
C00463,71,F,True,London
C00464,61,M,False,London
C00465,22,M,False,Birmingham
C00466,47,M,True,Birmingham
C00467,47,M,False,Leeds
C00468,76,F,False,Leeds
C00469,74,F,True,Manchester
C00470,34,F,False,Leeds
C00471,65,F,True,Leeds
C00472,64,F,True,Nottingham
C00473,40,Other,False,London
C00474,32,F,False,Birmingham
C00475,54,F,True,Leeds
C00476,38,F,True,Birmingham
C00477,31,M,True,Leeds
C00478,19,M,False,Leeds
C00479,28,F,False,Manchester
C00480,68,F,False,Nottingham
C00481,56,M,False,London
C00482,55,F,True,London
C00483,77,F,True,Manchester
C00484,51,M,True,Manchester
C00485,55,M,False,London
C00486,67,F,True,London
C00487,51,M,True,Nottingham
C00488,35,M,True,Leeds
C00489,47,F,True,Nottingham
C00490,32,Other,True,London
C00491,44,M,True,Leeds
C00492,68,M,True,London
C00493,51,M,True,Nottingham
C00494,69,F,True,Nottingham
C00495,74,F,True,Nottingham
C00496,55,F,True,Leeds
C00497,50,F,False,Birmingham
C00498,41,F,True,Birmingham
C00499,32,M,False,London
C00500,77,M,False,Leeds
C00501,47,M,True,Manchester
C00502,72,M,True,Birmingham
C00503,59,M,False,Leeds
C00504,68,F,False,Leeds
C00505,34,F,False,Birmingham
C00506,22,F,False,Leeds
C00507,46,M,True,Leeds
C00508,21,F,True,Birmingham
C00509,27,M,True,Nottingham
C00510,73,F,True,London
C00511,34,M,True,Manchester
C00512,27,M,False,London
C00513,34,M,True,Nottingham
C00514,77,Other,True,Nottingham
C00515,37,M,False,Leeds
C00516,41,M,False,London
C00517,22,M,True,Nottingham
C00518,51,M,False,London
C00519,23,M,False,Nottingham
C00520,70,F,True,Manchester
C00521,19,F,True,Nottingham
C00522,30,F,True,London
C00523,79,F,True,Leeds
C00524,60,F,True,London
C00525,60,Other,False,Birmingham
C00526,65,M,False,London
C00527,28,M,False,Manchester
C00528,68,F,False,Manchester
C00529,64,F,False,Manchester
C00530,74,F,True,Nottingham
C00531,40,F,True,Manchester
C00532,72,F,False,London
C00533,33,F,True,Leeds
C00534,48,M,True,Manchester
C00535,28,M,True,London
C00536,71,F,False,Nottingham
C00537,33,F,True,Nottingham
C00538,25,F,False,Leeds
C00539,21,F,True,Leeds
C00540,57,M,False,London
C00541,21,F,True,Leeds
C00542,73,F,False,Leeds
C00543,42,F,True,Nottingham
C00544,20,F,False,London
C00545,49,M,True,Leeds
C00546,20,M,True,London
C00547,44,M,True,Manchester
C00548,46,F,True,Nottingham
C00549,49,F,True,Nottingham
C00550,67,F,True,Nottingham
C00551,78,M,False,Birmingham
C00552,75,F,False,London
C00553,68,F,True,Manchester
C00554,36,M,False,Leeds
C00555,38,M,True,Manchester
C00556,22,F,True,London
C00557,35,F,True,Nottingham
C00558,45,F,True,Birmingham
C00559,59,M,True,London
C00560,78,F,False,London
C00561,39,M,True,Leeds
C00562,38,F,True,Manchester
C00563,23,M,True,Manchester
C00564,18,M,False,Leeds
C00565,22,F,True,Birmingham
C00566,58,M,False,Nottingham
C00567,29,F,False,Nottingham
C00568,43,M,False,Birmingham
C00569,63,M,False,Leeds
C00570,51,F,True,London
C00571,66,M,False,Manchester
C00572,31,Other,True,London
C00573,43,F,False,Manchester
C00574,62,F,False,London
C00575,44,M,False,Leeds
C00576,26,M,True,Leeds
C00577,43,F,True,Birmingham
C00578,74,F,False,London
C00579,64,F,True,London
C00580,74,F,True,Birmingham
C00581,39,F,True,Birmingham
C00582,64,M,False,Leeds
C00583,73,F,True,Leeds
C00584,47,M,True,London
C00585,60,F,True,Leeds
C00586,65,F,True,Leeds
C00587,78,F,False,London
C00588,34,F,False,Birmingham
C00589,43,M,False,London
C00590,53,M,True,Nottingham
C00591,18,M,False,London
C00592,25,Other,True,Nottingham
C00593,66,M,True,London
C00594,52,F,True,Nottingham
C00595,78,M,True,Nottingham
C00596,69,M,True,London
C00597,32,F,True,Leeds
C00598,64,M,True,Manchester
C00599,73,F,True,Leeds
C00600,39,F,False,Nottingham
C00601,31,M,True,London
C00602,43,F,False,London
C00603,45,F,True,London
C00604,40,M,False,London
C00605,31,M,False,Manchester
C00606,41,F,False,Birmingham
C00607,19,M,False,Nottingham
C00608,62,F,True,Manchester
C00609,43,F,True,Leeds
C00610,31,Other,True,Birmingham
C00611,76,M,True,Birmingham
C00612,73,F,True,London
C00613,68,M,False,Manchester
C00614,24,M,True,Leeds
C00615,20,F,True,London
C00616,64,F,False,London
C00617,40,F,False,Nottingham
C00618,63,M,False,Birmingham
C00619,60,M,False,Leeds
C00620,64,M,True,Birmingham
C00621,77,M,True,Manchester
C00622,62,M,False,Nottingham
C00623,35,F,False,London
C00624,75,F,False,Nottingham
C00625,55,F,True,London
C00626,52,F,False,Nottingham
C00627,68,M,True,London
C00628,32,M,True,Birmingham
C00629,42,F,True,Birmingham
C00630,72,F,True,Birmingham
C00631,54,M,True,Birmingham
C00632,45,F,True,Nottingham
C00633,27,F,True,London
C00634,56,F,True,Birmingham
C00635,74,F,False,Nottingham
C00636,34,M,False,London
C00637,56,F,True,Nottingham
C00638,39,F,True,Birmingham
C00639,43,F,False,Manchester
C00640,79,Other,True,Nottingham
C00641,61,F,True,Birmingham
C00642,42,F,True,Leeds
C00643,34,F,False,London
C00644,30,F,True,Birmingham
C00645,37,F,True,Leeds
C00646,42,M,True,Nottingham
C00647,21,F,True,Nottingham
C00648,27,F,True,Leeds
C00649,20,M,True,Leeds
C00650,58,F,True,London
C00651,62,F,False,Nottingham
C00652,35,F,False,Leeds
C00653,64,Other,False,Manchester
C00654,53,F,False,Manchester
C00655,64,M,True,Leeds
C00656,39,M,False,London
C00657,51,F,True,Nottingham
C00658,64,Other,True,Manchester
C00659,25,F,False,Leeds
C00660,57,F,False,Leeds
C00661,66,M,False,Birmingham
C00662,61,M,True,Leeds
C00663,36,M,False,London
C00664,59,F,False,Manchester
C00665,58,F,True,Birmingham
C00666,54,M,True,Manchester
C00667,23,F,True,Manchester
C00668,69,F,False,London
C00669,43,F,True,Leeds
C00670,51,F,True,London
C00671,76,M,True,Leeds
C00672,73,F,True,Birmingham
C00673,76,Other,False,London
C00674,62,F,True,London
C00675,23,M,False,Nottingham
C00676,54,F,False,London
C00677,74,F,False,Nottingham
C00678,50,F,True,Leeds
C00679,70,F,True,Leeds
C00680,39,F,True,Leeds
C00681,38,Other,True,Nottingham
C00682,23,M,True,Leeds
C00683,23,F,False,Manchester
C00684,72,F,True,London
C00685,65,F,True,Nottingham
C00686,21,F,True,Leeds
C00687,47,M,True,Manchester
C00688,28,M,False,London
C00689,79,F,True,London
C00690,79,F,True,Leeds
C00691,47,F,False,Manchester
C00692,48,M,True,Nottingham
C00693,41,F,True,Leeds
C00694,72,M,True,London
C00695,26,M,True,London
C00696,72,F,True,London
C00697,20,M,True,Leeds
C00698,68,F,False,Birmingham
C00699,48,M,True,Birmingham
C00700,57,F,False,Birmingham
C00701,54,F,False,Manchester
C00702,53,M,True,Leeds
C00703,41,M,True,London
C00704,48,M,True,Manchester
C00705,23,F,False,Birmingham
C00706,19,M,True,Nottingham
C00707,37,F,False,Manchester
C00708,45,M,True,Manchester
C00709,28,F,False,Leeds
C00710,21,Other,True,Manchester
C00711,32,M,True,Leeds
C00712,23,M,True,Nottingham
C00713,71,F,True,London
C00714,66,F,True,London
C00715,47,M,False,Birmingham
C00716,73,F,False,Birmingham
C00717,55,M,False,Nottingham
C00718,68,F,True,London
C00719,79,F,True,Birmingham
C00720,74,M,True,Manchester
C00721,19,M,True,Leeds
C00722,32,F,True,Birmingham
C00723,28,F,True,Nottingham
C00724,25,F,True,London
C00725,43,M,True,Nottingham
C00726,68,F,True,Leeds
C00727,62,M,False,Leeds
C00728,61,M,True,Nottingham
C00729,22,F,False,Birmingham
C00730,23,M,False,Birmingham
C00731,43,F,True,London
C00732,71,F,True,London
C00733,21,Other,True,Manchester
C00734,36,F,False,Manchester
C00735,37,F,True,London
C00736,50,F,False,Manchester
C00737,37,F,True,Nottingham
C00738,66,F,False,Birmingham
C00739,29,M,False,Manchester
C00740,64,M,True,Manchester
C00741,18,M,True,Nottingham
C00742,43,F,True,Leeds
C00743,31,F,True,London
C00744,55,F,True,Nottingham
C00745,54,F,False,Leeds
C00746,79,F,True,Nottingham
C00747,28,F,False,Birmingham
C00748,53,F,False,Nottingham
C00749,30,F,True,Nottingham
C00750,60,M,False,Birmingham
C00751,20,M,True,London
C00752,50,M,False,Leeds
C00753,23,M,True,Manchester
C00754,67,M,True,London
C00755,73,F,True,Nottingham
C00756,27,F,True,Manchester
C00757,22,M,True,Birmingham
C00758,40,M,True,London
C00759,27,M,True,Leeds
C00760,61,M,False,London
C00761,19,F,True,London
C00762,30,M,True,Manchester
C00763,57,M,False,Birmingham
C00764,19,F,False,Birmingham
C00765,37,M,False,London
C00766,18,F,True,Birmingham
C00767,54,M,True,Manchester
C00768,26,M,True,Manchester
C00769,34,F,True,Leeds
C00770,26,M,False,Birmingham
C00771,28,F,True,Leeds
C00772,32,M,False,Nottingham
C00773,41,F,True,Manchester
C00774,55,M,False,London
C00775,72,F,True,Manchester
C00776,52,M,False,Nottingham
C00777,47,F,False,London
C00778,48,M,False,Birmingham
C00779,66,M,True,Birmingham
C00780,22,Other,True,Manchester
C00781,79,M,False,London
C00782,77,M,True,London
C00783,61,F,True,Leeds
C00784,67,F,True,Nottingham
C00785,31,F,True,Birmingham
C00786,70,M,True,Manchester
C00787,73,M,True,London
C00788,28,F,True,Birmingham
C00789,26,M,True,Manchester
C00790,51,M,True,Birmingham
C00791,29,M,True,Manchester
C00792,52,F,True,Birmingham
C00793,52,F,False,Leeds
C00794,18,F,False,Nottingham
C00795,57,M,False,Birmingham
C00796,39,F,False,Nottingham
C00797,77,F,True,Birmingham
C00798,46,M,False,London
C00799,25,M,True,Leeds
C00800,28,M,True,Leeds
C00801,58,F,True,Nottingham
C00802,54,F,True,London
C00803,31,M,True,Manchester
C00804,77,F,True,Leeds
C00805,47,F,False,London
C00806,52,F,True,London
C00807,38,F,True,Nottingham
C00808,54,F,True,London
C00809,22,F,True,London
C00810,36,F,True,Manchester
C00811,76,F,False,Nottingham
C00812,31,M,True,Nottingham
C00813,43,F,True,London
C00814,79,M,True,Manchester
C00815,21,F,True,Birmingham
C00816,42,F,False,Leeds
C00817,62,M,True,Nottingham
C00818,59,F,False,Manchester
C00819,42,F,False,Manchester
C00820,35,F,False,London
C00821,57,M,False,Leeds
C00822,25,F,True,Nottingham
C00823,56,F,True,Birmingham
C00824,57,M,True,London
C00825,31,F,False,Nottingham
C00826,49,F,False,Nottingham
C00827,68,F,False,Manchester
C00828,78,M,False,Leeds
C00829,55,F,True,Birmingham
C00830,50,F,True,Leeds
C00831,40,F,True,Manchester
C00832,32,M,False,Birmingham
C00833,50,F,False,Birmingham
C00834,42,Other,False,London
C00835,34,F,False,Birmingham
C00836,50,Other,False,Nottingham
C00837,64,M,False,Leeds
C00838,72,F,False,Leeds
C00839,19,F,True,London
C00840,31,F,False,Birmingham
C00841,70,F,True,Manchester
C00842,57,M,False,Nottingham
C00843,57,F,True,London
C00844,68,F,True,Birmingham
C00845,56,F,False,Manchester
C00846,68,M,True,Birmingham
C00847,23,F,False,London
C00848,23,F,True,Manchester
C00849,20,F,True,Manchester
C00850,24,M,True,Manchester
C00851,68,M,True,Manchester
C00852,25,F,True,Birmingham
C00853,59,F,True,Manchester
C00854,69,F,True,Birmingham
C00855,32,F,True,Manchester
C00856,64,M,True,Manchester
C00857,46,M,False,London
C00858,50,F,True,Birmingham
C00859,69,M,True,Birmingham
C00860,47,F,False,Leeds
C00861,56,M,True,London
C00862,44,M,False,Birmingham
C00863,53,F,False,London
C00864,46,M,False,London
C00865,55,F,True,London
C00866,74,F,False,Nottingham
C00867,50,F,False,Birmingham
C00868,78,F,True,London
C00869,54,M,True,Nottingham
C00870,44,M,True,Nottingham
C00871,72,M,False,Manchester
C00872,50,M,True,Manchester
C00873,79,M,False,Birmingham
C00874,21,F,True,Manchester
C00875,39,F,False,Birmingham
C00876,19,F,True,Nottingham
C00877,27,M,True,Nottingham
C00878,22,M,True,Birmingham
C00879,76,F,True,Manchester
C00880,27,M,True,Manchester
C00881,50,M,True,Birmingham
C00882,71,F,True,Leeds
C00883,55,F,False,Manchester
C00884,30,F,False,London
C00885,48,F,True,Manchester
C00886,64,F,True,Leeds
C00887,53,F,True,Nottingham
C00888,62,F,False,Nottingham
C00889,41,F,True,Nottingham
C00890,69,M,True,Manchester
C00891,73,F,True,Nottingham
C00892,32,M,False,Leeds
C00893,46,F,True,Leeds
C00894,25,F,False,Manchester
C00895,22,M,True,London
C00896,46,F,True,Manchester
C00897,64,F,True,Nottingham
C00898,21,M,True,Manchester
C00899,29,F,True,Leeds
C00900,62,F,True,Manchester
C00901,19,F,True,Manchester
C00902,44,F,True,London
C00903,48,F,True,Leeds
C00904,68,F,False,Birmingham
C00905,68,M,True,Birmingham
C00906,53,M,True,Leeds
C00907,53,M,True,Birmingham
C00908,43,M,True,Nottingham
C00909,60,M,True,Birmingham
C00910,44,F,True,Nottingham
C00911,22,M,True,Leeds
C00912,37,M,True,Birmingham
C00913,28,M,False,Birmingham
C00914,79,F,True,Nottingham
C00915,27,F,True,Nottingham
C00916,57,F,True,Manchester
C00917,55,M,True,London
C00918,23,F,False,Birmingham
C00919,25,M,True,London
C00920,40,F,True,London
C00921,64,F,True,Birmingham
C00922,43,F,True,Nottingham
C00923,63,F,False,Manchester
C00924,60,F,True,Leeds
C00925,29,F,True,Birmingham
C00926,43,Other,True,Birmingham
C00927,30,F,True,Leeds
C00928,57,F,True,London
C00929,79,M,True,Manchester
C00930,35,M,False,London
C00931,42,M,True,Leeds
C00932,50,F,True,Leeds
C00933,64,M,True,Manchester
C00934,57,M,True,Leeds
C00935,77,F,True,Leeds
C00936,60,F,False,Manchester
C00937,29,F,False,Birmingham
C00938,61,F,True,London
C00939,53,M,True,Birmingham
C00940,65,F,True,Birmingham
C00941,21,M,True,London
C00942,22,F,False,Birmingham
C00943,73,F,True,Manchester
C00944,54,F,True,London
C00945,25,F,False,Nottingham
C00946,59,M,True,Birmingham
