customer_id,recency,frequency,monetary,monetary_log,R_score,F_score,M_score,RFM_score,RFM_total,avg_basket_size,unique_products,unique_categories,weekend_ratio,segment,segment_label
C00040,9,53,1866.67,7.532446943653747,4,5,5,455,14,35.22018867924528,42,42,0.3584905660377358,4,Champions
C00041,58,10,234.29,5.460818795892685,2,3,3,233,8,23.429,9,9,0.2,0,Champions
C00044,3,23,561.0,6.331501849893691,5,4,4,544,13,24.391304347826086,19,19,0.2608695652173913,0,Champions
C00046,14,36,1076.33,6.982241036908683,4,5,4,454,13,29.898055555555555,30,30,0.3055555555555556,0,Champions
C00047,26,35,1422.23,7.260684215387471,3,4,5,345,12,40.63514285714286,25,25,0.34285714285714286,0,Champions
C00049,57,7,304.77,5.722833185347001,2,2,3,223,7,43.53857142857142,7,7,0.5714285714285714,0,Champions
C00050,1,55,1888.9,7.544279196600992,5,5,5,555,15,34.343636363636364,44,44,0.2,4,Champions
C00051,32,2,28.01,3.367640598133313,3,1,1,311,5,14.005,2,2,0.5,1,Lost / Hibernating
C00052,6,19,594.84,6.389972174648648,4,4,4,444,12,31.307368421052633,17,17,0.42105263157894735,0,Champions
C00055,224,1,22.8,3.169685580677429,1,1,1,111,3,22.8,1,1,0.0,2,Lost / Hibernating
C00056,82,9,166.37,5.120206930525547,2,3,2,232,7,18.485555555555557,8,8,0.2222222222222222,0,Champions
C00057,11,6,211.57,5.359271345885034,4,2,2,422,8,35.26166666666666,5,5,0.0,0,Champions
C00059,15,13,345.48,5.847825096906371,3,3,3,333,9,26.575384615384618,11,11,0.3076923076923077,0,Champions
C00063,1,31,1034.48,6.942620366308216,5,4,4,544,13,33.37032258064516,25,25,0.3870967741935484,0,Champions
C00064,7,18,601.79,6.401568877364571,4,4,4,444,12,33.43277777777777,16,16,0.3333333333333333,0,Champions
C00065,21,30,718.16,6.578083864258094,3,4,4,344,11,23.938666666666666,26,26,0.3333333333333333,0,Champions
C00068,74,10,492.11,6.200732272886544,2,3,4,234,9,49.211,10,10,0.2,0,Champions
C00069,30,10,168.01,5.129957884770136,3,3,2,332,8,16.801,10,10,0.4,0,Champions
C00071,2,121,3501.0,8.161089512845797,5,5,5,555,15,28.93388429752066,59,59,0.2892561983471074,4,Champions
C00072,262,2,32.04,3.497718948652777,1,1,1,111,3,16.02,2,2,0.0,2,Lost / Hibernating
C00073,3,23,850.76,6.74730479700635,5,4,4,544,13,36.9895652173913,22,22,0.43478260869565216,0,Champions
C00074,56,12,413.88,6.027989321790354,2,3,3,233,8,34.49,11,11,0.3333333333333333,0,Champions
C00077,40,8,329.21999999999997,5.799759099003686,2,3,3,233,8,41.152499999999996,8,8,0.375,0,Champions
C00081,51,2,81.22,4.409398581469732,2,1,2,212,5,40.61,2,2,0.0,2,Lost / Hibernating
C00082,71,17,340.01,5.8319118023667285,2,4,3,243,9,20.000588235294117,17,17,0.29411764705882354,0,Champions
C00085,8,15,490.39,6.197238109859664,4,3,3,433,10,32.69266666666667,15,15,0.13333333333333333,0,Champions
C00086,31,22,714.61,6.573135325824236,3,4,4,344,11,32.48227272727273,19,19,0.4090909090909091,0,Champions
C00088,27,11,219.33,5.395126422476097,3,3,3,333,9,19.93909090909091,10,10,0.2727272727272727,0,Champions
C00089,169,2,109.52,4.705196500055216,1,1,2,112,4,54.76,2,2,0.0,2,Lost / Hibernating
C00090,258,1,8.22,2.2213750375685026,1,1,1,111,3,8.22,1,1,1.0,1,Lost / Hibernating
C00091,8,90,2848.51,7.954902328656508,4,5,5,455,14,31.650111111111112,58,58,0.28888888888888886,4,Champions
C00094,13,75,2421.68,7.792629644410133,4,5,5,455,14,32.28906666666666,41,41,0.36,4,Champions
C00095,59,2,27.47,3.3488509012899463,2,1,1,211,4,13.735,2,2,0.0,2,Lost / Hibernating
C00097,45,1,24.38,3.2339614622862416,2,1,1,211,4,24.38,1,1,0.0,2,Lost / Hibernating
C00099,30,13,323.31,5.78169984848387,3,3,3,333,9,24.87,11,11,0.38461538461538464,0,Champions
C00100,30,4,119.25999999999999,4.789656065611423,3,2,2,322,7,29.814999999999998,4,4,0.25,0,Champions
C00101,186,2,49.86,3.9290767599939738,1,1,1,111,3,24.93,2,2,0.0,2,Lost / Hibernating
C00104,2,132,4294.68,8.365365145518624,5,5,5,555,15,32.53545454545455,73,73,0.2727272727272727,4,Champions
C00106,29,8,215.7,5.378513908542313,3,3,3,333,9,26.9625,8,8,0.375,0,Champions
C00107,1,21,905.78,6.809899862810084,5,4,4,544,13,43.13238095238095,19,19,0.19047619047619047,0,Champions
C00108,263,1,14.07,2.712706012638404,1,1,1,111,3,14.07,1,1,0.0,2,Lost / Hibernating
C00109,78,1,49.68,3.925531355452938,2,1,1,211,4,49.68,1,1,0.0,2,Lost / Hibernating
C00110,14,14,510.5,6.2373475853916815,4,3,4,434,11,36.464285714285715,12,12,0.14285714285714285,0,Champions
C00111,13,13,355.19,5.87546429634581,4,3,3,433,10,27.322307692307692,13,13,0.3076923076923077,0,Champions
C00112,216,1,19.84,3.0368742168851663,1,1,1,111,3,19.84,1,1,1.0,1,Lost / Hibernating
C00114,1,91,3339.77,8.113956598322888,5,5,5,555,15,36.70076923076923,54,54,0.32967032967032966,4,Champions
C00115,106,2,80.01,4.3945726038424,1,1,2,112,4,40.005,2,2,0.0,2,Lost / Hibernating
C00116,1,1,11.37,2.5152741864043966,5,1,1,511,7,11.37,1,1,0.0,2,Lost / Hibernating
C00118,269,1,16.43,2.8581928595319295,1,1,1,111,3,16.43,1,1,0.0,2,Lost / Hibernating
C00121,7,38,1296.17,7.167940247431231,4,5,5,455,14,34.109736842105264,31,31,0.18421052631578946,0,Champions
C00123,61,5,200.25,5.304547916298673,2,2,2,222,6,40.05,5,5,0.4,0,Champions
C00124,8,118,3741.67,8.227554539443833,4,5,5,455,14,31.70906779661017,62,62,0.3220338983050847,4,Champions
C00125,17,12,259.98,5.564443776034101,3,3,3,333,9,21.665000000000003,11,11,0.08333333333333333,0,Champions
C00126,51,6,143.02,4.969952178820721,2,2,2,222,6,23.83666666666667,5,5,0.3333333333333333,0,Champions
C00127,85,2,141.78,4.961304984074315,2,1,2,212,5,70.89,2,2,0.0,2,Lost / Hibernating
C00129,27,47,1658.76,7.414428292584884,3,5,5,355,13,35.29276595744681,36,36,0.3404255319148936,4,Champions
C00131,242,1,67.82,4.231494400369335,1,1,2,112,4,67.82,1,1,0.0,2,Lost / Hibernating
C00132,12,32,1012.6,6.921263629006929,4,4,4,444,12,31.64375,23,23,0.3125,0,Champions
C00133,4,95,2819.11,7.944531170263601,5,5,5,555,15,29.67484210526316,57,57,0.28421052631578947,4,Champions
C00134,3,61,1807.72,7.5003746917680605,5,5,5,555,15,29.634754098360656,48,48,0.21311475409836064,4,Champions
C00135,12,36,1140.81,7.04037000159305,4,5,5,455,14,31.689166666666665,28,28,0.3611111111111111,0,Champions
C00138,26,9,270.45,5.60377796035146,3,3,3,333,9,30.049999999999997,9,9,0.4444444444444444,0,Champions
C00141,11,17,422.9,6.049497578358592,4,4,3,443,11,24.876470588235293,15,15,0.35294117647058826,0,Champions
C00142,4,20,654.9499999999999,6.4860845665270395,5,4,4,544,13,32.747499999999995,16,16,0.1,0,Champions
C00143,7,46,1294.73,7.166829521874483,4,5,5,455,14,28.14630434782609,34,34,0.15217391304347827,4,Champions
C00144,6,2,55.41,4.032646447751885,4,1,1,411,6,27.705,2,2,0.5,0,Champions
C00145,189,2,100.75999999999999,4.622617099591812,1,1,2,112,4,50.379999999999995,2,2,0.5,1,Lost / Hibernating
C00146,196,1,46.14,3.853121897507985,1,1,1,111,3,46.14,1,1,0.0,2,Lost / Hibernating
C00147,208,1,3.96,1.601405740736836,1,1,1,111,3,3.96,1,1,1.0,1,Lost / Hibernating
C00148,9,26,1061.26,6.96815399293037,4,4,4,444,12,40.817692307692305,16,16,0.2692307692307692,0,Champions
C00149,53,8,165.22,5.11331221212488,2,3,2,232,7,20.6525,8,8,0.125,0,Champions
C00150,23,27,825.02,6.716618986302906,3,4,4,344,11,30.556296296296296,23,23,0.37037037037037035,0,Champions
C00152,34,4,165.13,5.1127706143983875,3,2,2,322,7,41.2825,4,4,0.25,0,Champions
C00153,41,7,320.64,5.773432907679949,2,2,3,223,7,45.80571428571428,7,7,0.14285714285714285,0,Champions
C00156,45,14,431.81,6.070298832625791,2,3,3,233,8,30.84357142857143,13,13,0.2857142857142857,0,Champions
C00159,44,4,101.02,4.625168872494781,2,2,2,222,6,25.255,3,3,0.25,0,Champions
C00160,117,1,33.4,3.5380565643793527,1,1,1,111,3,33.4,1,1,1.0,1,Lost / Hibernating
C00161,18,15,575.77,6.357443573522415,3,3,4,334,10,38.38466666666667,13,13,0.2,0,Champions
C00162,38,3,31.65,3.48584485572244,2,2,1,221,5,10.549999999999999,2,2,0.0,2,Lost / Hibernating
C00163,13,8,311.45000000000005,5.744444456375091,4,3,3,433,10,38.931250000000006,7,7,0.5,0,Champions
C00166,30,8,531.41,6.277413869214583,3,3,4,334,10,66.42625,7,7,0.25,0,Champions
C00167,7,17,491.34000000000003,6.1991695347330005,4,4,3,443,11,28.902352941176474,16,16,0.11764705882352941,0,Champions
C00168,316,1,18.36,2.963209081848431,1,1,1,111,3,18.36,1,1,0.0,2,Lost / Hibernating
C00169,7,22,687.23,6.534123084392353,4,4,4,444,12,31.237727272727273,20,20,0.22727272727272727,0,Champions
C00170,3,42,1239.2,7.123027935915777,5,5,5,555,15,29.504761904761907,31,31,0.2619047619047619,0,Champions
C00171,36,16,597.66,6.39469382427457,2,3,4,234,9,37.35375,15,15,0.1875,0,Champions
C00172,18,8,145.79000000000002,4.989002993969142,3,3,2,332,8,18.223750000000003,8,8,0.25,0,Champions
C00173,94,8,222.73,5.410439967684985,1,3,3,133,7,27.84125,7,7,0.375,0,Champions
C00176,2,45,1127.64,7.028768647047687,5,5,5,555,15,25.058666666666667,36,36,0.2,4,Champions
C00177,45,17,484.49,6.185158690196904,2,4,3,243,9,28.499411764705883,16,16,0.29411764705882354,0,Champions
C00178,130,2,57.38,4.0669733654259685,1,1,1,111,3,28.69,2,2,0.0,2,Lost / Hibernating
C00180,345,1,138.08,4.935049307139661,1,1,2,112,4,138.08,1,1,0.0,3,Lost / Hibernating
C00183,12,14,403.47,6.002577568111551,4,3,3,433,10,28.819285714285716,13,13,0.35714285714285715,0,Champions
C00185,1,10,144.99,4.983538126211888,5,3,2,532,10,14.499,10,10,0.3,0,Champions
C00186,2,5,120.39,4.799008502909713,5,2,2,522,9,24.078,5,5,0.2,0,Champions
C00187,3,8,353.64,5.871103190436798,5,3,3,533,11,44.205,8,8,0.375,0,Champions
C00189,38,5,134.99,4.912581353620868,2,2,2,222,6,26.998,5,5,0.2,0,Champions
C00190,76,3,95.5,4.56954300834494,2,2,2,222,6,31.833333333333332,3,3,1.0,1,Lost / Hibernating
C00191,54,21,682.08,6.5266119830190386,2,4,4,244,10,32.480000000000004,18,18,0.38095238095238093,0,Champions
C00192,31,23,693.33,6.542947351813216,3,4,4,344,11,30.144782608695653,21,21,0.34782608695652173,0,Champions
C00196,5,14,477.46999999999997,6.170593513002772,5,3,3,533,11,34.105,14,14,0.42857142857142855,0,Champions
C00197,54,3,52.57,3.980989209892869,2,2,1,221,5,17.523333333333333,3,3,0.6666666666666666,1,Lost / Hibernating
C00199,1,14,488.90999999999997,6.194221700765247,5,3,3,533,11,34.92214285714285,12,12,0.21428571428571427,0,Champions
C00201,2,2,297.48,5.698702928912902,5,1,3,513,9,148.74,2,2,0.0,3,Lost / Hibernating
C00202,165,2,116.24,4.764223115842691,1,1,2,112,4,58.12,2,2,0.0,2,Lost / Hibernating
C00203,5,33,1033.98,6.942137381841268,5,4,4,544,13,31.332727272727272,29,29,0.18181818181818182,0,Champions
C00204,11,34,1353.6000000000001,7.211261486780804,4,4,5,445,13,39.811764705882354,29,29,0.20588235294117646,0,Champions
C00205,16,24,926.84,6.832859304128131,3,4,4,344,11,38.61833333333333,20,20,0.2916666666666667,0,Champions
C00206,83,7,245.45000000000002,5.5071591331513865,2,2,3,223,7,35.06428571428572,7,7,0.14285714285714285,0,Champions
C00207,146,1,103.84,4.6524353784552055,1,1,2,112,4,103.84,1,1,1.0,3,Lost / Hibernating
C00208,60,7,143.18,4.971062518976432,2,2,2,222,6,20.454285714285714,7,7,0.14285714285714285,0,Champions
C00210,21,14,284.96,5.655851940898651,3,3,3,333,9,20.354285714285712,11,11,0.21428571428571427,0,Champions
C00212,14,3,78.77,4.379147493923038,4,2,2,422,8,26.256666666666664,3,3,0.0,2,Lost / Hibernating
C00213,39,4,205.36,5.329622216376449,2,2,2,222,6,51.34,4,4,0.0,0,Champions
C00214,338,1,4.96,1.7850704810772584,1,1,1,111,3,4.96,1,1,0.0,2,Lost / Hibernating
C00216,57,3,170.61999999999998,5.145282730378975,2,2,2,222,6,56.87333333333333,3,3,0.0,0,Champions
C00217,35,2,52.08,3.9718002094640066,3,1,1,311,5,26.04,2,2,0.5,1,Lost / Hibernating
C00219,8,37,1376.71,7.228177979498479,4,5,5,455,14,37.20837837837838,33,33,0.2972972972972973,0,Champions
C00223,58,3,55.730000000000004,4.038303171338476,2,2,1,221,5,18.576666666666668,3,3,0.0,2,Lost / Hibernating
C00224,15,34,1281.21,7.156340430618049,3,4,5,345,12,37.682647058823534,25,25,0.29411764705882354,0,Champions
C00226,26,28,740.17,6.608230018686515,3,4,4,344,11,26.434642857142855,23,23,0.42857142857142855,0,Champions
C00227,4,121,3896.67,8.268134217684363,5,5,5,555,15,32.20388429752066,70,70,0.23140495867768596,4,Champions
C00228,9,7,364.23,5.9005272921158465,4,2,3,423,9,52.03285714285715,7,7,0.42857142857142855,0,Champions
C00229,117,6,97.39,4.588939172877674,1,2,2,122,5,16.231666666666666,6,6,0.6666666666666666,1,Lost / Hibernating
C00230,90,1,30.0,3.4339872044851463,2,1,1,211,4,30.0,1,1,1.0,1,Lost / Hibernating
C00231,53,16,483.82,6.183777688029589,2,3,3,233,8,30.23875,14,14,0.4375,0,Champions
C00232,74,4,85.56,4.460837815098172,2,2,2,222,6,21.39,4,4,0.25,2,Lost / Hibernating
C00234,39,3,58.41,4.08446256236765,2,2,1,221,5,19.47,2,2,0.0,2,Lost / Hibernating
C00235,3,9,260.78000000000003,5.567504456363573,5,3,3,533,11,28.97555555555556,9,9,0.4444444444444444,0,Champions
C00237,26,3,61.09,4.128584945376802,3,2,1,321,6,20.363333333333333,3,3,0.6666666666666666,1,Lost / Hibernating
C00238,10,6,90.91,4.5208098373700185,4,2,2,422,8,15.151666666666666,6,6,0.0,2,Lost / Hibernating
C00240,14,18,517.01,6.249994547092449,4,4,4,444,12,28.72277777777778,15,15,0.3888888888888889,0,Champions
C00242,14,38,940.3100000000001,6.847272522102396,4,5,4,454,13,24.745,28,28,0.3684210526315789,0,Champions
C00244,36,2,47.67,3.885062823845363,2,1,1,211,4,23.835,2,2,0.5,1,Lost / Hibernating
C00245,114,3,278.82,5.6341465393051395,1,2,3,123,6,92.94,3,3,0.0,3,Lost / Hibernating
C00246,55,8,208.45,5.344485047393044,2,3,2,232,7,26.05625,8,8,0.5,0,Champions
C00247,64,3,55.78,4.039184151044825,2,2,1,221,5,18.593333333333334,3,3,0.0,2,Lost / Hibernating
C00248,187,3,53.1,3.9908341858524357,1,2,1,121,4,17.7,3,3,0.3333333333333333,2,Lost / Hibernating
C00252,42,4,115.82000000000001,4.760634288612163,2,2,2,222,6,28.955000000000002,3,3,0.0,2,Lost / Hibernating
C00253,3,7,129.48,4.871219958312758,5,2,2,522,9,18.497142857142855,7,7,0.0,0,Champions
C00254,72,4,164.70000000000002,5.1101789244325175,2,2,2,222,6,41.175000000000004,4,4,0.25,0,Champions
C00255,20,47,1316.2,7.183263550502209,3,5,5,355,13,28.004255319148935,33,33,0.23404255319148937,4,Champions
C00256,3,29,770.78,6.648699535318679,5,4,4,544,13,26.57862068965517,24,24,0.20689655172413793,0,Champions
C00257,16,10,216.22,5.38091066485189,3,3,3,333,9,21.622,10,10,0.2,0,Champions
C00258,4,7,145.48000000000002,4.986888900366256,5,2,2,522,9,20.782857142857146,6,6,0.0,0,Champions
C00260,12,67,1724.12,7.453051892263304,4,5,5,455,14,25.733134328358208,44,44,0.3582089552238806,4,Champions
C00261,73,2,81.12,4.408181592150733,2,1,2,212,5,40.56,2,2,0.0,2,Lost / Hibernating
C00262,16,7,106.93,4.681482868837255,3,2,2,322,7,15.275714285714287,6,6,0.14285714285714285,0,Champions
C00264,72,1,4.81,1.7595805708638197,2,1,1,211,4,4.81,1,1,0.0,2,Lost / Hibernating
C00265,22,19,370.34,5.917118084979325,3,4,3,343,10,19.49157894736842,18,18,0.21052631578947367,0,Champions
C00266,3,25,701.3000000000001,6.5543606631649745,5,4,4,544,13,28.052000000000003,21,21,0.28,0,Champions
C00267,5,55,1760.3,7.47380745173825,5,5,5,555,15,32.00545454545455,41,41,0.23636363636363636,4,Champions
C00268,72,12,506.54,6.229575525543978,2,3,4,234,9,42.211666666666666,12,12,0.0,0,Champions
C00269,162,4,107.66,4.688223741123377,1,2,2,122,5,26.915,4,4,0.0,2,Lost / Hibernating
C00270,10,15,522.41,6.26036509575992,4,3,4,434,11,34.82733333333333,12,12,0.4,0,Champions
C00271,149,1,5.06,1.801709800081223,1,1,1,111,3,5.06,1,1,0.0,2,Lost / Hibernating
C00272,181,3,79.23,4.3848975097655645,1,2,2,122,5,26.41,3,3,0.3333333333333333,2,Lost / Hibernating
C00274,259,2,18.94,2.9927277645336923,1,1,1,111,3,9.47,2,2,0.5,1,Lost / Hibernating
C00275,19,13,274.89000000000004,5.620002235550063,3,3,3,333,9,21.145384615384618,11,11,0.3076923076923077,0,Champions
C00276,70,2,30.090000000000003,3.4368862240706624,2,1,1,211,4,15.045000000000002,2,2,0.0,2,Lost / Hibernating
C00279,68,5,129.67000000000002,4.872675061001055,2,2,2,222,6,25.934000000000005,5,5,0.4,0,Champions
C00280,15,20,1018.96,6.927518689823088,3,4,4,344,11,50.948,19,19,0.35,0,Champions
C00281,1,86,2970.98,7.996983676339906,5,5,5,555,15,34.546279069767444,54,54,0.27906976744186046,4,Champions
C00284,19,16,699.37,6.551608766827305,3,3,4,334,10,43.710625,11,11,0.25,0,Champions
C00285,8,57,1397.77,7.2433485580046995,4,5,5,455,14,24.522280701754386,39,39,0.2807017543859649,4,Champions
C00288,2,153,4875.5599999999995,8.492195332242867,5,5,5,555,15,31.86640522875817,75,75,0.29411764705882354,4,Champions
C00290,1,39,987.77,6.89646174643734,5,5,4,554,14,25.327435897435898,31,31,0.3076923076923077,0,Champions
C00291,21,15,349.15,5.858361634101526,3,3,3,333,9,23.276666666666664,14,14,0.13333333333333333,0,Champions
C00293,8,86,2310.63,7.7457081823832885,4,5,5,455,14,26.86779069767442,49,49,0.27906976744186046,4,Champions
C00295,5,3,73.69,4.313346214368975,5,2,2,522,9,24.563333333333333,3,3,0.6666666666666666,1,Lost / Hibernating
C00296,282,2,29.36,3.4131259525274293,1,1,1,111,3,14.68,2,2,0.0,2,Lost / Hibernating
C00297,16,37,996.96,6.9057131953479125,3,5,4,354,12,26.944864864864865,29,29,0.2972972972972973,0,Champions
C00300,56,1,10.66,2.4561641809223462,2,1,1,211,4,10.66,1,1,0.0,2,Lost / Hibernating
C00302,81,3,133.73,4.903272775767756,2,2,2,222,6,44.57666666666666,3,3,0.3333333333333333,0,Champions
C00303,104,3,222.08,5.407530451521353,1,2,3,123,6,74.02666666666667,3,3,0.6666666666666666,1,Lost / Hibernating
C00304,4,14,595.8,6.391582048889551,5,3,4,534,12,42.55714285714286,14,14,0.21428571428571427,0,Champions
C00306,31,9,299.34,5.7049151662521345,3,3,3,333,9,33.26,9,9,0.4444444444444444,0,Champions
C00307,62,3,151.98000000000002,5.03030719389372,2,2,2,222,6,50.660000000000004,3,3,0.3333333333333333,0,Champions
C00308,10,70,2278.87,7.7318737027790645,4,5,5,455,14,32.55528571428571,47,47,0.35714285714285715,4,Champions
C00310,8,100,2904.48,7.974353887994653,4,5,5,455,14,29.0448,61,61,0.26,4,Champions
C00311,6,1,5.55,1.8794650496471605,4,1,1,411,6,5.55,1,1,1.0,1,Lost / Hibernating
C00312,170,5,255.16,5.545802249248404,1,2,3,123,6,51.032,5,5,0.4,0,Champions
C00313,334,1,15.38,2.7960610784249234,1,1,1,111,3,15.38,1,1,1.0,1,Lost / Hibernating
C00316,25,30,1357.6200000000001,7.214224757685209,3,4,5,345,12,45.254000000000005,25,25,0.3,0,Champions
C00317,173,9,299.12,5.704182394677528,1,3,3,133,7,33.23555555555556,8,8,0.5555555555555556,1,Lost / Hibernating
C00318,241,1,56.28,4.04795152265239,1,1,1,111,3,56.28,1,1,0.0,2,Lost / Hibernating
C00320,1,42,1344.99,7.204885080756569,5,5,5,555,15,32.02357142857143,33,33,0.2857142857142857,0,Champions
C00322,52,1,14.88,2.7650604558189897,2,1,1,211,4,14.88,1,1,0.0,2,Lost / Hibernating
C00324,1,7,240.52,5.4869522853985835,5,2,3,523,10,34.36,7,7,0.14285714285714285,0,Champions
C00327,5,69,2345.68,7.7607568422860185,5,5,5,555,15,33.99536231884058,48,48,0.2753623188405797,4,Champions
C00328,6,61,2186.94,7.6907157408624,4,5,5,455,14,35.85147540983607,40,40,0.26229508196721313,4,Champions
C00329,1,40,1115.23,7.017712214896936,5,5,5,555,15,27.88075,31,31,0.3,0,Champions
C00330,1,54,1695.1100000000001,7.436092672739194,5,5,5,555,15,31.390925925925927,39,39,0.3333333333333333,4,Champions
C00331,17,25,431.69,6.070021536263528,3,4,3,343,10,17.2676,18,18,0.32,0,Champions
C00332,14,11,334.75,5.816366835403347,4,3,3,433,10,30.431818181818183,10,10,0.2727272727272727,0,Champions
C00333,11,14,570.75,6.348701832902891,4,3,4,434,11,40.767857142857146,13,13,0.0,0,Champions
C00334,15,3,178.43000000000004,5.189785159724575,3,2,2,322,7,59.47666666666668,3,3,0.3333333333333333,0,Champions
C00335,33,41,1324.06,7.189213020413946,3,5,5,355,13,32.29414634146341,33,33,0.2926829268292683,0,Champions
C00336,48,3,70.6,4.2710950739666,2,2,2,222,6,23.53333333333333,3,3,0.6666666666666666,1,Lost / Hibernating
C00337,4,1,48.28,3.8975183192252643,5,1,1,511,7,48.28,1,1,0.0,2,Lost / Hibernating
C00338,283,1,14.88,2.7650604558189897,1,1,1,111,3,14.88,1,1,0.0,2,Lost / Hibernating
C00339,1,119,3785.92,8.239308302777683,5,5,5,555,15,31.814453781512604,65,65,0.29411764705882354,4,Champions
C00340,8,15,400.67,5.995630855977398,4,3,3,433,10,26.711333333333336,13,13,0.13333333333333333,0,Champions
C00343,2,50,1275.17,7.151618683870687,5,5,5,555,15,25.503400000000003,37,37,0.26,4,Champions
C00344,13,5,90.39,4.51513606328411,4,2,2,422,8,18.078,4,4,0.4,0,Champions
C00345,2,107,3034.33,8.018075429048988,5,5,5,555,15,28.35822429906542,53,53,0.3177570093457944,4,Champions
C00346,274,2,64.2,4.177459468932607,1,1,1,111,3,32.1,2,2,0.5,1,Lost / Hibernating
C00347,1,12,373.77,5.9263125044712455,5,3,3,533,11,31.147499999999997,9,9,0.08333333333333333,0,Champions
C00348,251,2,25.72,3.285412348668445,1,1,1,111,3,12.86,2,2,1.0,1,Lost / Hibernating
C00349,145,2,36.03,3.6117283949255214,1,1,1,111,3,18.015,2,2,0.5,1,Lost / Hibernating
C00350,7,6,113.94,4.744410253079596,4,2,2,422,8,18.99,6,6,0.16666666666666666,0,Champions
C00351,59,1,102.52,4.639764830752591,2,1,2,212,5,102.52,1,1,0.0,3,Lost / Hibernating
C00352,1,39,1476.51,7.2981135174468585,5,5,5,555,15,37.85923076923077,32,32,0.1794871794871795,0,Champions
C00353,56,3,170.64,5.145399260123324,2,2,2,222,6,56.879999999999995,3,3,0.0,0,Champions
C00354,18,24,683.59,6.528820118919579,3,4,4,344,11,28.482916666666668,18,18,0.25,0,Champions
C00357,157,4,87.89,4.487399650253583,1,2,2,122,5,21.9725,4,4,0.0,2,Lost / Hibernating
C00359,13,27,929.5600000000001,6.835786555465045,4,4,4,444,12,34.42814814814815,23,23,0.4444444444444444,0,Champions
C00361,4,2,57.66,4.071758063549305,5,1,1,511,7,28.83,2,2,0.0,2,Lost / Hibernating
C00362,45,16,615.65,6.424301602011997,2,3,4,234,9,38.478125,15,15,0.125,0,Champions
C00363,362,1,27.39,3.34603697048488,1,1,1,111,3,27.39,1,1,1.0,1,Lost / Hibernating
C00364,26,16,381.08,5.945630010764183,3,3,3,333,9,23.8175,16,16,0.4375,0,Champions
