customer_id,recency,frequency,monetary,monetary_log,R_score,F_score,M_score,RFM_score,RFM_total,avg_basket_size,unique_products,unique_categories,weekend_ratio,segment,segment_label
C00085,186,3,95.76,4.572233685741827,1,2,2,122,5,31.92,3,3,0.0,0,Lost / Hibernating
C00086,5,62,2143.4700000000003,7.670647714584195,5,5,5,555,15,34.572096774193554,45,45,0.2903225806451613,1,Champions
C00087,18,1,21.54,3.11529150861163,3,1,1,311,5,21.54,1,1,0.0,0,Lost / Hibernating
C00089,27,7,119.61000000000001,4.792562199595151,3,3,2,332,8,17.087142857142858,7,7,0.14285714285714285,4,Champions
C00091,3,62,2765.01,7.925161127547163,5,5,5,555,15,44.59693548387097,47,47,0.20967741935483872,1,Champions
C00092,14,8,395.46000000000004,5.982575153262065,4,3,3,433,10,49.432500000000005,8,8,0.375,4,Champions
C00093,54,3,70.16,4.264930862797635,2,2,1,221,5,23.386666666666667,3,3,0.0,0,Lost / Hibernating
C00094,5,27,1000.7700000000001,6.909523714378098,5,4,4,544,13,37.06555555555556,26,26,0.2222222222222222,4,Champions
C00095,10,3,535.78,6.285588327139239,4,2,3,423,9,178.59333333333333,3,3,0.0,2,Lost / Hibernating
C00096,4,3,90.44,4.515683019486556,5,2,2,522,9,30.146666666666665,3,3,0.3333333333333333,4,Champions
C00098,258,1,53.96,4.006605647914094,1,1,1,111,3,53.96,1,1,0.0,0,Lost / Hibernating
C00099,9,70,2725.9500000000003,7.910939047510648,4,5,5,455,14,38.94214285714286,44,44,0.3142857142857143,1,Champions
C00100,155,1,53.44,3.9970991777832654,1,1,1,111,3,53.44,1,1,1.0,3,Lost / Hibernating
C00102,13,49,1733.97,7.458745401165185,4,5,5,455,14,35.387142857142855,41,41,0.22448979591836735,1,Champions
C00103,38,45,1594.97,7.375236980840607,2,5,5,255,12,35.443777777777775,35,35,0.4,1,Champions
C00105,68,2,45.269999999999996,3.834493802918908,2,1,1,211,4,22.634999999999998,2,2,0.5,3,Lost / Hibernating
C00107,6,33,1537.91,7.338829652596721,4,4,5,445,13,46.60333333333334,30,30,0.3333333333333333,4,Champions
C00108,63,5,143.75,4.975008116453105,2,2,2,222,6,28.75,5,5,0.4,4,Champions
C00109,26,21,847.21,6.74312824664324,3,4,4,344,11,40.343333333333334,17,17,0.2857142857142857,4,Champions
C00110,42,5,130.29,4.877408616946019,2,2,2,222,6,26.058,5,5,0.2,4,Champions
C00111,5,57,2127.47,7.66315869073618,5,5,5,555,15,37.324035087719295,41,41,0.14035087719298245,1,Champions
C00113,2,12,350.19,5.861327387551475,5,3,3,533,11,29.1825,12,12,0.16666666666666666,4,Champions
C00114,135,4,275.87,5.623548081945595,1,2,3,123,6,68.9675,4,4,0.0,0,Lost / Hibernating
C00117,64,6,490.24,6.196932806742184,2,2,3,223,7,81.70666666666666,6,6,0.8333333333333334,3,Lost / Hibernating
C00119,63,1,80.85,4.404888303817144,2,1,2,212,5,80.85,1,1,1.0,3,Lost / Hibernating
C00120,8,42,2055.54,7.628780238004053,4,5,5,455,14,48.941428571428574,35,35,0.35714285714285715,1,Champions
C00122,6,25,885.33,6.787089341755503,4,4,4,444,12,35.4132,19,19,0.44,4,Champions
C00123,11,3,73.13,4.305820308668628,4,2,1,421,7,24.376666666666665,2,2,0.6666666666666666,3,Lost / Hibernating
C00124,176,3,67.13,4.221417644785577,1,2,1,121,4,22.376666666666665,3,3,0.3333333333333333,0,Lost / Hibernating
C00125,7,9,282.40999999999997,5.646894612449152,4,3,3,433,10,31.378888888888884,9,9,0.6666666666666666,4,Champions
C00126,28,8,622.14,6.434771212643022,3,3,4,334,10,77.7675,7,7,0.5,4,Champions
C00127,2,61,2738.79,7.9156365541091755,5,5,5,555,15,44.89819672131147,43,43,0.29508196721311475,1,Champions
C00128,70,6,262.28,5.573218104635084,2,2,3,223,7,43.71333333333333,6,6,0.5,4,Champions
C00131,5,117,4345.96,8.377232029198124,5,5,5,555,15,37.14495726495726,63,63,0.29914529914529914,1,Champions
C00133,209,2,38.28,3.670715483486265,1,1,1,111,3,19.14,2,2,0.0,0,Lost / Hibernating
C00135,11,73,3230.98,8.080850231503028,4,5,5,455,14,44.26,48,48,0.3150684931506849,1,Champions
C00136,40,8,217.93,5.3887520440192445,2,3,2,232,7,27.24125,8,8,0.125,4,Champions
C00138,118,8,202.49,5.315616863626098,1,3,2,132,6,25.31125,7,7,0.25,0,Lost / Hibernating
C00139,191,1,26.52,3.314913013065143,1,1,1,111,3,26.52,1,1,0.0,0,Lost / Hibernating
C00140,2,59,2069.54,7.635564721804084,5,5,5,555,15,35.07694915254237,37,37,0.2711864406779661,1,Champions
C00141,2,29,1327.75,7.1919939296561575,5,4,4,544,13,45.78448275862069,26,26,0.3793103448275862,4,Champions
C00142,123,2,31.689999999999998,3.487069220736119,1,1,1,111,3,15.844999999999999,2,2,0.0,0,Lost / Hibernating
C00143,14,20,747.43,6.617977679112299,4,4,4,444,12,37.3715,16,16,0.35,4,Champions
C00144,122,1,33.68,3.546163151912341,1,1,1,111,3,33.68,1,1,0.0,0,Lost / Hibernating
C00146,3,4,180.35,5.200428865728911,5,2,2,522,9,45.0875,4,4,0.0,4,Champions
C00148,20,5,151.47,5.026967855383815,3,2,2,322,7,30.294,5,5,0.2,4,Champions
C00150,6,4,369.78,5.915608894804446,4,2,3,423,9,92.445,4,4,0.5,4,Champions
C00151,3,44,1802.45,7.497456776089027,5,5,5,555,15,40.96477272727273,35,35,0.3409090909090909,1,Champions
C00153,132,4,294.66999999999996,5.689243967535078,1,2,3,123,6,73.66749999999999,4,4,0.25,4,Champions
C00154,1,121,4714.85,8.458684454535645,5,5,5,555,15,38.965702479338844,65,65,0.3305785123966942,1,Champions
C00155,8,27,1229.55,7.115216502894239,4,4,4,444,12,45.538888888888884,25,25,0.2962962962962963,4,Champions
C00156,5,26,968.1899999999999,6.876460671101276,5,4,4,544,13,37.23807692307692,19,19,0.2692307692307692,4,Champions
C00157,27,4,133.22,4.899480244730094,3,2,2,322,7,33.305,4,4,0.75,3,Lost / Hibernating
C00159,74,11,591.26,6.383945727657852,2,3,3,233,8,53.75090909090909,10,10,0.09090909090909091,4,Champions
C00160,108,1,10.06,2.403334996094189,1,1,1,111,3,10.06,1,1,0.0,0,Lost / Hibernating
C00163,74,3,324.88,5.786529215442441,2,2,3,223,7,108.29333333333334,3,3,0.0,2,Lost / Hibernating
C00164,211,5,247.05,5.513630338747058,1,2,3,123,6,49.410000000000004,5,5,0.6,3,Lost / Hibernating
C00167,6,25,1627.76,7.395574268097874,4,4,5,445,13,65.1104,19,19,0.48,4,Champions
C00168,16,15,597.52,6.394459941315219,3,3,3,333,9,39.834666666666664,13,13,0.2,4,Champions
C00169,6,19,605.68,6.408001469183196,4,4,4,444,12,31.8778947368421,17,17,0.15789473684210525,4,Champions
C00171,7,16,765.69,6.642082547568611,4,4,4,444,12,47.855625,14,14,0.5,4,Champions
C00172,27,16,1260.69,7.140207371087909,3,4,4,344,11,78.793125,13,13,0.1875,4,Champions
C00173,34,4,460.84000000000003,6.135218510752678,3,2,3,323,8,115.21000000000001,4,4,0.25,2,Lost / Hibernating
C00174,19,3,27.4,3.3463891451671604,3,2,1,321,6,9.133333333333333,3,3,0.0,0,Lost / Hibernating
C00176,10,5,245.59,5.507727038407604,4,2,3,423,9,49.118,5,5,0.4,4,Champions
C00177,1,7,358.24,5.883990688802749,5,3,3,533,11,51.17714285714286,7,7,0.5714285714285714,4,Champions
C00178,345,1,15.51,2.8039662579320366,1,1,1,111,3,15.51,1,1,0.0,0,Lost / Hibernating
C00179,6,47,2020.68,7.611684127906759,4,5,5,455,14,42.993191489361706,37,37,0.2127659574468085,1,Champions
C00180,274,2,30.5,3.449987545831587,1,1,1,111,3,15.25,2,2,1.0,3,Lost / Hibernating
C00181,18,48,2108.87,7.654381613197645,3,5,5,355,13,43.93479166666666,33,33,0.3125,1,Champions
C00182,27,5,236.14000000000001,5.4686506840299245,3,2,2,322,7,47.228,5,5,0.4,4,Champions
C00183,321,2,27.759999999999998,3.358985532852846,1,1,1,111,3,13.879999999999999,2,2,0.5,3,Lost / Hibernating
C00184,41,6,188.61,5.2449693310461125,2,2,2,222,6,31.435000000000002,5,5,0.0,0,Lost / Hibernating
C00185,18,26,892.01,6.794597779022086,3,4,4,344,11,34.308076923076925,23,23,0.5,4,Champions
C00186,29,6,504.09000000000003,6.224736631218232,3,2,3,323,8,84.015,6,6,0.3333333333333333,4,Champions
C00187,4,47,2275.44,7.730368098178878,5,5,5,555,15,48.4136170212766,36,36,0.3191489361702128,1,Champions
C00188,3,21,642.58,6.467046339433395,5,4,4,544,13,30.59904761904762,17,17,0.2857142857142857,4,Champions
C00189,1,16,884.46,6.786107283983507,5,4,4,544,13,55.27875,14,14,0.25,4,Champions
C00191,34,15,509.63,6.235645257487992,3,3,3,333,9,33.97533333333333,14,14,0.3333333333333333,4,Champions
C00192,279,1,37.76,3.6573887870225654,1,1,1,111,3,37.76,1,1,0.0,0,Lost / Hibernating
C00196,335,3,128.70999999999998,4.865301189352581,1,2,2,122,5,42.90333333333333,3,3,0.0,0,Lost / Hibernating
C00197,41,10,492.21000000000004,6.200935046834842,2,3,3,233,8,49.221000000000004,10,10,0.2,4,Champions
C00199,230,1,29.16,3.4065165431397553,1,1,1,111,3,29.16,1,1,0.0,0,Lost / Hibernating
C00200,8,24,1194.28,7.086135746542829,4,4,4,444,12,49.76166666666666,22,22,0.25,4,Champions
C00201,29,4,237.13,5.472816743035851,3,2,2,322,7,59.2825,4,4,0.75,3,Lost / Hibernating
C00202,322,1,15.09,2.7781979610042917,1,1,1,111,3,15.09,1,1,1.0,3,Lost / Hibernating
C00204,3,22,845.52,6.741133827992253,5,4,4,544,13,38.43272727272727,17,17,0.45454545454545453,4,Champions
C00206,39,3,95.24000000000001,4.566845071666424,2,2,2,222,6,31.74666666666667,3,3,0.0,0,Lost / Hibernating
C00207,102,6,129.94,4.874739203012945,2,2,2,222,6,21.656666666666666,6,6,0.3333333333333333,0,Lost / Hibernating
C00208,221,4,316.81,5.7614537199385865,1,2,3,123,6,79.2025,4,4,0.0,0,Lost / Hibernating
C00209,66,2,71.91,4.289225803818339,2,1,1,211,4,35.955,2,2,0.0,0,Lost / Hibernating
C00210,288,1,4.28,1.6639260977181702,1,1,1,111,3,4.28,1,1,1.0,3,Lost / Hibernating
C00211,61,1,11.85,2.553343811341229,2,1,1,211,4,11.85,1,1,0.0,0,Lost / Hibernating
C00214,3,36,1815.8600000000001,7.504865015345107,5,5,5,555,15,50.44055555555556,28,28,0.25,4,Champions
C00216,52,2,23.700000000000003,3.2068032436339315,2,1,1,211,4,11.850000000000001,1,1,0.5,3,Lost / Hibernating
C00218,50,3,563.37,6.335710064774309,2,2,3,223,7,187.79,3,3,0.6666666666666666,2,Lost / Hibernating
C00219,7,6,202.13,5.3138461681656635,4,2,2,422,8,33.68833333333333,6,6,0.5,4,Champions
C00222,79,6,640.87,6.464385790973807,2,2,4,224,8,106.81166666666667,6,6,0.16666666666666666,2,Lost / Hibernating
C00223,1,76,2378.18,7.774511169483604,5,5,5,555,15,31.291842105263157,51,51,0.27631578947368424,1,Champions
C00224,339,1,34.08,3.5576311675039825,1,1,1,111,3,34.08,1,1,0.0,0,Lost / Hibernating
C00226,23,23,720.2,6.5809164913291625,3,4,4,344,11,31.313043478260873,20,20,0.30434782608695654,4,Champions
C00227,1,27,1166.7,7.062791281081669,5,4,4,544,13,43.211111111111116,24,24,0.2962962962962963,4,Champions
C00230,12,29,1641.07,7.403712920041581,4,4,5,445,13,56.58862068965517,28,28,0.27586206896551724,4,Champions
C00231,56,2,112.52,4.731979032851787,2,1,2,212,5,56.26,2,2,0.5,4,Champions
C00232,15,12,494.74,6.206051595739071,3,3,3,333,9,41.22833333333333,12,12,0.5,4,Champions
C00235,2,40,1350.25,7.208785368953418,5,5,4,554,14,33.75625,30,30,0.2,4,Champions
C00239,20,31,1798.69,7.495369706830084,3,4,5,345,12,58.02225806451613,26,26,0.25806451612903225,4,Champions
C00240,282,1,27.75,3.3586377672433594,1,1,1,111,3,27.75,1,1,0.0,0,Lost / Hibernating
C00241,272,1,15.78,2.8201877010390604,1,1,1,111,3,15.78,1,1,0.0,0,Lost / Hibernating
C00242,21,9,374.54,5.928364990164665,3,3,3,333,9,41.61555555555556,9,9,0.4444444444444444,4,Champions
C00244,213,3,194.09,5.27346099054917,1,2,2,122,5,64.69666666666667,3,3,0.6666666666666666,3,Lost / Hibernating
C00245,55,4,70.33,4.267316996289947,2,2,1,221,5,17.5825,4,4,0.0,0,Lost / Hibernating
C00246,55,12,434.09,6.075552906240269,2,3,3,233,8,36.174166666666665,12,12,0.25,4,Champions
C00247,233,1,5.56,1.8809906029559975,1,1,1,111,3,5.56,1,1,0.0,0,Lost / Hibernating
C00248,3,4,117.92,4.778450998129897,5,2,2,522,9,29.48,4,4,0.25,4,Champions
C00249,191,2,26.62,3.318540147981146,1,1,1,111,3,13.31,2,2,0.0,0,Lost / Hibernating
C00250,26,8,221.49,5.4048821567760665,3,3,2,332,8,27.68625,8,8,0.25,4,Champions
C00251,11,20,902.09,6.805822216224569,4,4,4,444,12,45.1045,18,18,0.4,4,Champions
C00252,2,100,4339.35,8.375710269004095,5,5,5,555,15,43.3935,61,61,0.24,1,Champions
C00253,10,4,152.63,5.034547114142568,4,2,2,422,8,38.1575,4,4,0.25,4,Champions
C00254,82,2,42.18,3.7653774250866614,2,1,1,211,4,21.09,1,1,0.0,0,Lost / Hibernating
C00255,65,4,233.95,5.459372725548825,2,2,2,222,6,58.4875,4,4,0.25,4,Champions
C00256,32,7,255.98000000000002,5.548998260855335,3,3,3,333,9,36.56857142857143,7,7,0.14285714285714285,4,Champions
C00257,44,8,356.36,5.878743677043864,2,3,3,233,8,44.545,8,8,0.25,4,Champions
C00258,65,7,151.87,5.0295878870129425,2,3,2,232,7,21.695714285714285,7,7,0.42857142857142855,4,Champions
C00259,10,11,495.08,6.206737204041622,4,3,3,433,10,45.00727272727273,10,10,0.0,4,Champions
C00260,2,7,297.14,5.697563174842284,5,3,3,533,11,42.44857142857143,7,7,0.2857142857142857,4,Champions
C00261,27,31,1576.9,7.363850128041624,3,4,5,345,12,50.86774193548387,27,27,0.16129032258064516,4,Champions
C00262,2,54,2475.25,7.814500598012761,5,5,5,555,15,45.83796296296296,41,41,0.3148148148148148,1,Champions
C00263,81,1,470.32,6.15553726884514,2,1,3,213,6,470.32,1,1,0.0,2,Lost / Hibernating
C00265,150,6,382.54,5.94944391784537,1,2,3,123,6,63.75666666666667,6,6,0.0,0,Lost / Hibernating
C00268,4,75,2358.75,7.766310960205054,5,5,5,555,15,31.45,51,51,0.12,1,Champions
C00269,195,1,100.25,4.617592705986649,1,1,2,112,4,100.25,1,1,0.0,2,Lost / Hibernating
C00270,110,6,335.18,5.817646730805248,1,2,3,123,6,55.86333333333334,6,6,0.0,0,Lost / Hibernating
C00271,2,116,4411.55,8.392208032622111,5,5,5,555,15,38.03060344827586,65,65,0.29310344827586204,1,Champions
C00272,4,161,6578.72,8.791747470222461,5,5,5,555,15,40.8616149068323,70,70,0.37888198757763975,1,Champions
C00273,188,3,105.21,4.6654182663334485,1,2,2,122,5,35.07,3,3,0.6666666666666666,3,Lost / Hibernating
C00274,4,30,1807.57,7.500291756753127,5,4,5,545,14,60.25233333333333,24,24,0.3,4,Champions
C00277,60,10,473.84000000000003,6.1629779051853335,2,3,3,233,8,47.384,9,9,0.2,4,Champions
C00278,83,12,529.74,6.274272259143502,2,3,3,233,8,44.145,12,12,0.4166666666666667,4,Champions
C00280,5,64,2035.9,7.619184323220095,5,5,5,555,15,31.8109375,43,43,0.328125,1,Champions
C00281,14,12,306.76,5.72932025844404,4,3,3,433,10,25.563333333333333,12,12,0.3333333333333333,4,Champions
C00282,1,21,1205.61,7.095570053723023,5,4,4,544,13,57.41,19,19,0.23809523809523808,4,Champions
C00284,110,2,57.37,4.0668020592157,1,1,1,111,3,28.685,2,2,0.0,0,Lost / Hibernating
C00286,5,27,1327.0,7.191429330036379,5,4,4,544,13,49.148148148148145,22,22,0.37037037037037035,4,Champions
C00287,6,109,4750.47,8.466209322835795,4,5,5,455,14,43.58229357798165,66,66,0.25688073394495414,1,Champions
C00288,12,3,145.27,4.985454228898997,4,2,2,422,8,48.42333333333334,3,3,0.6666666666666666,3,Lost / Hibernating
C00289,4,1,25.36,3.2718477096343066,5,1,1,511,7,25.36,1,1,0.0,0,Lost / Hibernating
C00290,7,11,245.37,5.506834471000083,4,3,3,433,10,22.30636363636364,10,10,0.45454545454545453,4,Champions
C00291,177,1,102.27,4.637346917683312,1,1,2,112,4,102.27,1,1,0.0,2,Lost / Hibernating
C00292,168,1,22.44,3.154443964708812,1,1,1,111,3,22.44,1,1,1.0,3,Lost / Hibernating
C00294,1,7,129.85,4.874051628976154,5,3,2,532,10,18.55,7,7,0.5714285714285714,4,Champions
C00298,30,11,326.59000000000003,5.791762826482492,3,3,3,333,9,29.69,11,11,0.18181818181818182,4,Champions
C00299,34,4,153.86,5.042521482958578,3,2,2,322,7,38.465,4,4,0.25,4,Champions
C00300,3,8,463.38,6.14070318257422,5,3,3,533,11,57.9225,8,8,0.375,4,Champions
C00301,6,16,733.42,6.599081072050934,4,4,4,444,12,45.83875,14,14,0.25,4,Champions
C00302,34,20,873.12,6.773217666001951,3,4,4,344,11,43.656,17,17,0.35,4,Champions
C00303,315,1,352.74,5.868562180006648,1,1,3,113,5,352.74,1,1,1.0,2,Lost / Hibernating
C00304,18,16,510.39,6.2371325085008635,3,4,3,343,10,31.899375,15,15,0.125,4,Champions
C00305,18,24,857.22,6.754860476876881,3,4,4,344,11,35.7175,21,21,0.25,4,Champions
C00307,109,3,41.85,3.7577056450437887,1,2,1,121,4,13.950000000000001,3,3,0.0,0,Lost / Hibernating
C00308,11,24,1127.98,7.029069849200902,4,4,4,444,12,46.99916666666667,21,21,0.16666666666666666,4,Champions
C00309,1,51,2426.61,7.794662513247992,5,5,5,555,15,47.58058823529412,38,38,0.17647058823529413,1,Champions
C00310,6,7,506.26000000000005,6.229023692656502,4,3,3,433,10,72.32285714285715,7,7,0.14285714285714285,4,Champions
C00311,109,4,120.86,4.802872844820349,1,2,2,122,5,30.215,4,4,0.25,0,Lost / Hibernating
C00313,7,40,1671.6100000000001,7.4221405596453245,4,5,5,455,14,41.79025,30,30,0.35,4,Champions
C00314,55,12,512.27,6.240802022504667,2,3,3,233,8,42.689166666666665,12,12,0.25,4,Champions
C00315,12,21,765.59,6.641952108248798,4,4,4,444,12,36.45666666666667,19,19,0.3333333333333333,4,Champions
C00316,7,16,768.92,6.646286613346259,4,4,4,444,12,48.0575,15,15,0.25,4,Champions
C00317,20,8,338.28000000000003,5.826825725166335,3,3,3,333,9,42.285000000000004,8,8,0.125,4,Champions
C00318,2,93,3778.8,8.237426377160936,5,5,5,555,15,40.63225806451613,63,63,0.3118279569892473,1,Champions
C00319,28,30,1200.93,7.091683877126477,3,4,4,344,11,40.031,23,23,0.16666666666666666,4,Champions
C00320,5,15,1108.9,7.012025200157934,5,3,4,534,12,73.92666666666668,14,14,0.13333333333333333,4,Champions
C00321,2,24,1528.5900000000001,7.332755004618862,5,4,5,545,14,63.691250000000004,21,21,0.5,4,Champions
C00322,46,1,76.32,4.34795265434013,2,1,2,212,5,76.32,1,1,0.0,0,Lost / Hibernating
C00323,31,8,552.5600000000001,6.31637014735773,3,3,3,333,9,69.07000000000001,8,8,0.0,4,Champions
C00325,21,19,609.67,6.414556715066352,3,4,4,344,11,32.0878947368421,16,16,0.42105263157894735,4,Champions
C00326,103,5,324.46,5.785239566232468,1,2,3,123,6,64.892,5,5,0.4,4,Champions
C00327,131,3,90.39000000000001,4.51513606328411,1,2,2,122,5,30.130000000000006,3,3,0.0,0,Lost / Hibernating
C00328,197,1,61.96,4.1424996041091475,1,1,1,111,3,61.96,1,1,1.0,3,Lost / Hibernating
C00331,141,1,27.75,3.3586377672433594,1,1,1,111,3,27.75,1,1,1.0,3,Lost / Hibernating
C00333,204,1,10.74,2.4630018143999504,1,1,1,111,3,10.74,1,1,1.0,3,Lost / Hibernating
C00334,23,18,977.3100000000001,6.885826593224491,3,4,4,344,11,54.295,15,15,0.0,4,Champions
C00335,95,8,188.85999999999999,5.246286958453652,2,3,2,232,7,23.607499999999998,8,8,0.5,3,Lost / Hibernating
C00336,1,32,1109.3,7.01238552806022,5,4,4,544,13,34.665625,27,27,0.21875,4,Champions
C00337,298,1,16.84,2.8814431271518632,1,1,1,111,3,16.84,1,1,0.0,0,Lost / Hibernating
C00338,15,13,412.93,6.025696877403717,3,3,3,333,9,31.763846153846153,13,13,0.23076923076923078,4,Champions
C00340,34,29,1536.1,7.3376528032308865,3,4,5,345,12,52.96896551724138,23,23,0.3448275862068966,4,Champions
